login,graph,degree_in,degree_out,betweenness,closeness,pagerank
rowens-an,G1,0.000476,0.0,0.0,0.0,0.000293
roylez,G1,0.0,0.000476,0.0,0.5,0.000288
rpobleteg,G1,0.0,0.000476,0.0,0.5,0.000288
rsc-soxes,G1,0.0,0.000476,0.0,0.5,0.000288
rsnpettrov,G1,0.000476,0.0,0.0,0.0,0.000289
rtellez91,G1,0.001429,0.0,0.0,0.0,0.00057
ruanmed,G1,0.0,0.000476,0.0,0.333333,0.000288
rubdttcom,G1,0.002859,0.0,0.0,0.0,0.002153
russeg,G1,0.0,0.000476,0.0,0.25,0.000288
rxm7706,G1,0.000476,0.0,0.0,0.0,0.000289
ryancaille,G1,0.000953,0.0,0.0,0.0,0.000411
ryanm-auror,G1,0.000476,0.0,0.0,0.0,0.000291
ryo8000,G1,0.0,0.0,0.0,0.0,0.000288
s-celles,G1,0.002859,0.000953,2e-06,0.5,0.001515
saighost,G1,0.0,0.000476,0.0,0.5,0.000288
saitodisse,G1,0.001906,0.0,0.0,0.0,0.001532
sajjad-salam,G1,0.0,0.000476,0.0,0.5,0.000288
sakitA,G1,0.000953,0.0,0.0,0.0,0.000295
sakshamnanda,G1,0.0,0.000476,0.0,0.269231,0.000288
samdamazio,G1,0.0,0.0,0.0,0.0,0.000288
samed-temiz,G1,0.000476,0.0,0.0,0.0,0.0003
samhoooo,G1,0.0,0.000476,0.0,0.333333,0.000288
sammarSayed,G1,0.000476,0.0,0.0,0.0,0.000533
samqassom,G1,0.000476,0.0,0.0,0.0,0.000407
samqin123,G1,0.0,0.0,0.0,0.0,0.000288
samwangdd,G1,0.0,0.000476,0.0,0.5,0.000288
sanathusk,G1,0.009052,0.001429,0.000787,0.167939,0.00568
sangpire,G1,0.0,0.0,0.0,0.0,0.000288
sanmu-2020,G1,0.000953,0.0,0.0,0.0,0.000545
santhoshr,G1,0.001429,0.0,0.0,0.0,0.001004
santosflores,G1,0.0,0.000476,0.0,0.5,0.000288
sarahgibsonnnn,G1,0.0,0.000476,0.0,0.5,0.000288
saranya-sivan,G1,0.0,0.000476,0.0,0.5,0.000288
sasha-kbmh,G1,0.0,0.000476,0.0,0.5,0.000288
satputekuldip,G1,0.0,0.000476,0.0,0.5,0.000288
saxjax,G1,0.0,0.000476,0.0,0.5,0.000288
sbaechler,G1,0.0,0.000476,0.0,0.5,0.000288
sbhavani,G1,0.000476,0.0,0.0,0.0,0.000407
schlich,G1,0.0,0.001429,0.0,0.4,0.000288
schnee,G1,0.0,0.000476,0.0,0.5,0.000288
schriewer,G1,0.0,0.000476,0.0,0.5,0.000288
scohen282828,G1,0.000476,0.0,0.0,0.0,0.000567
scotteveritt,G1,0.0,0.000476,0.0,0.25,0.000288
sddhrthsarkar108,G1,0.000476,0.0,0.0,0.0,0.000533
sdmcraft,G1,0.0,0.0,0.0,0.0,0.000288
sdudnic-ingerop,G1,0.0,0.000476,0.0,0.5,0.000288
seanchatmangpt,G1,0.0,0.0,0.0,0.0,0.000288
seanrobertwright,G1,0.001429,0.0,0.0,0.0,0.00034
sebmandal,G1,0.0,0.000476,0.0,0.5,0.000288
seekme-ai,G1,0.000953,0.0,0.0,0.0,0.000534
seiya-koji,G1,0.000953,0.000476,4e-06,0.5,0.000295
selmanalpdundarhyntelo,G1,0.0,0.000476,0.0,0.333333,0.000288
senthilNirmal,G1,0.0,0.000476,0.0,0.5,0.000288
seoljacob,G1,0.000476,0.0,0.0,0.0,0.0003
sephib,G1,0.0,0.000476,0.0,0.5,0.000288
sergiowoj,G1,0.001906,0.0,0.0,0.0,0.001025
sergkhl,G1,0.0,0.0,0.0,0.0,0.000288
serhiishtokal,G1,0.001429,0.0,0.0,0.0,0.000537
sesturm,G1,0.0,0.000476,0.0,0.5,0.000288
sgillis,G1,0.000953,0.0,0.0,0.0,0.000545
sglavoie,G1,0.0,0.000476,0.0,0.333333,0.000288
sgrokym,G1,0.0,0.000476,0.0,0.5,0.000288
sh1man999,G1,0.0,0.000476,0.0,0.5,0.000288
shadz3rg,G1,0.0,0.000476,0.0,0.333333,0.000288
shahrukhkhan489,G1,0.002382,0.0,0.0,0.0,0.000921
shaibarlev,G1,0.0,0.000476,0.0,0.5,0.000288
shajebi,G1,0.000476,0.0,0.0,0.0,0.00035
shaoqing404,G1,0.0,0.000476,0.0,0.5,0.000288
sharath-satish-msft,G1,0.0,0.000476,0.0,0.5,0.000288
sharathsatish,G1,0.000953,0.0,0.0,0.0,0.000295
shaunie2fly,G1,0.0,0.000476,0.0,0.333333,0.000288
sheneven,G1,0.000953,0.0,0.0,0.0,0.001041
shikhersingh-CF,G1,0.000476,0.0,0.0,0.0,0.000293
shimondoodkin,G1,0.000476,0.0,0.0,0.0,0.000289
shivam-tiwari-ag,G1,0.0,0.000476,0.0,0.5,0.000288
shizonic,G1,0.003811,0.0,0.0,0.0,0.002291
sholtomaud,G1,0.000953,0.0,0.0,0.0,0.000534
shpedoikal,G1,0.000476,0.0,0.0,0.0,0.00037
shtse8,G1,0.0,0.000953,0.0,0.092369,0.000288
shuaizenge,G1,0.000476,0.0,0.0,0.0,0.000289
shubham0086,G1,0.000476,0.0,0.0,0.0,0.0003
shubhamtiwari1602,G1,0.003335,0.0,0.0,0.0,0.001538
shyn,G1,0.0,0.0,0.0,0.0,0.000288
sigent-ai-dev,G1,0.001429,0.0,0.0,0.0,0.00079
silvios,G1,0.0,0.0,0.0,0.0,0.000288
simg,G1,0.0,0.0,0.0,0.0,0.000288
simon-k,G1,0.0,0.0,0.0,0.0,0.000288
simon-lawrence-rsm,G1,0.0,0.000476,0.0,0.5,0.000288
simongartz,G1,0.0,0.001429,0.0,0.205882,0.000288
simonwfarrow,G1,0.0,0.000476,0.0,0.5,0.000288
sinadarvi,G1,0.0,0.000476,0.0,0.5,0.000288
sivashanki,G1,0.000953,0.0,0.0,0.0,0.000538
sjpenn,G1,0.001429,0.0,0.0,0.0,0.000779
skhashaev,G1,0.0,0.000476,0.0,0.119266,0.000288
skoenman,G1,0.001906,0.0,0.0,0.0,0.00077
sl40168,G1,0.002859,0.000476,3.9e-05,0.5,0.001777
smartdawg,G1,0.000476,0.000476,0.0,0.5,0.000289
smatoses,G1,0.0,0.000476,0.0,0.090551,0.000288
softwaresalt,G1,0.000953,0.0,0.0,0.0,0.000534
sogmgm,G1,0.001906,0.0,0.0,0.0,0.001024
solmon,G1,0.0,0.000476,0.0,0.5,0.000288
som45oul,G1,0.000476,0.0,0.0,0.0,0.000533
sombraSoft,G1,0.000476,0.0,0.0,0.0,0.0003
song-chaeyoung,G1,0.0,0.0,0.0,0.0,0.000288
songjh3,G1,0.000476,0.0,0.0,0.0,0.000533
songsongtao,G1,0.0,0.000476,0.0,0.5,0.000288
sosaurizar,G1,0.0,0.000476,0.0,0.5,0.000288
sosensible,G1,0.001906,0.0,0.0,0.0,0.000784
sp13ceg,G1,0.0,0.000476,0.0,0.5,0.000288
sparfenyuk,G1,0.000953,0.0,0.0,0.0,0.000545
spazyCZ,G1,0.000476,0.0,0.0,0.0,0.000291
spboyer,G1,0.0,0.0,0.0,0.0,0.000288
squickone,G1,0.000476,0.0,0.0,0.0,0.000289
srlynch1,G1,0.0,0.000953,0.0,0.5,0.000288
srobertson,G1,0.0,0.000476,0.0,0.108173,0.000288
srobroek,G1,0.001429,0.0,0.0,0.0,0.00042
srpatcha,G1,0.000953,0.0,0.0,0.0,0.000295
ssainis-0131,G1,0.0,0.000476,0.0,0.5,0.000288
ssss666666,G1,0.0,0.000476,0.0,0.5,0.000288
stefanocrosta,G1,0.000953,0.000476,1e-06,0.5,0.000424
stefanwalther,G1,0.0,0.000953,0.0,0.133828,0.000288
steftux,G1,0.0,0.001429,0.0,0.5,0.000288
stenyin,G1,0.000953,0.000476,2e-06,0.5,0.000293
stephen-bluerocksoft,G1,0.0,0.000476,0.0,0.5,0.000288
stephencoduor,G1,0.000476,0.0,0.0,0.0,0.000293
stevenlafl,G1,0.001429,0.0,0.0,0.0,0.000477
steviee,G1,0.0,0.000476,0.0,0.088561,0.000288
stfines-clgx,G1,0.0,0.000476,0.0,0.088926,0.000288
stharrold,G1,0.000476,0.0,0.0,0.0,0.000289
stn1slv,G1,0.000476,0.000953,9e-06,0.140625,0.000291
stokuewe,G1,0.0,0.000476,0.0,0.5,0.000288
stone100010,G1,0.0,0.000476,0.0,0.5,0.000288
stonelasley,G1,0.0,0.000476,0.0,0.166667,0.000288
stoyan-atanasov-beye,G1,0.0,0.000953,0.0,0.115,0.000288
studyzy,G1,0.001906,0.0,0.0,0.0,0.000719
suchithm1999,G1,0.0,0.000476,0.0,0.269231,0.000288
sukumarp2022,G1,0.0,0.0,0.0,0.0,0.000288
sulimu2,G1,0.000476,0.0,0.0,0.0,0.001358
sunyrain,G1,0.0,0.000476,0.0,0.5,0.000288
supanadit,G1,0.001429,0.0,0.0,0.0,0.000556
superchangme,G1,0.0,0.000476,0.0,0.5,0.000288
suportly,G1,0.000476,0.0,0.0,0.0,0.000289
surajsrivastav,G1,0.0,0.000476,0.0,0.5,0.000288
sure-one,G1,0.0,0.000476,0.0,0.5,0.000288
sushant-maitri,G1,0.0,0.000476,0.0,0.333333,0.000288
svdoever,G1,0.0,0.000476,0.0,0.5,0.000288
svrhovac,G1,0.0,0.000953,0.0,0.5,0.000288
svstoyanov,G1,0.0,0.000953,0.0,0.119519,0.000288
swiesmann,G1,0.0,0.000476,0.0,0.5,0.000288
swingingsimian,G1,0.0,0.000476,0.0,0.5,0.000288
swithek,G1,0.000953,0.0,0.0,0.0,0.000295
sytone,G1,0.000476,0.0,0.0,0.0,0.000289
t-sakoda,G1,0.000953,0.000476,1e-06,0.5,0.000295
tabtablabs-dev,G1,0.0,0.000476,0.0,0.5,0.000288
taj54,G1,0.000953,0.0,0.0,0.0,0.000669
taji,G1,0.000476,0.0,0.0,0.0,0.000313
talond-dev,G1,0.0,0.0,0.0,0.0,0.000288
tannath,G1,0.000476,0.0,0.0,0.0,0.000289
taqtiqa-mark,G1,0.0,0.000953,0.0,0.285714,0.000288
tarekiim20,G1,0.000476,0.0,0.0,0.0,0.000289
tariksetia,G1,0.001906,0.0,0.0,0.0,0.001028
tarunkumarbhati,G1,0.000476,0.0,0.0,0.0,0.000293
tberta,G1,0.0,0.000476,0.0,0.333333,0.000288
technoch1ef,G1,0.0,0.0,0.0,0.0,0.000288
teeyo,G1,0.000953,0.0,0.0,0.0,0.000293
teknium1,G1,0.0,0.0,0.0,0.0,0.000288
tennc,G1,0.0,0.0,0.0,0.0,0.000288
tensam,G1,0.000476,0.0,0.0,0.0,0.0003
termleech,G1,0.001429,0.0,0.0,0.0,0.000802
terranoss,G1,0.000953,0.0,0.0,0.0,0.000418
terrordrummer,G1,0.000476,0.0,0.0,0.0,0.000293
tfvchow,G1,0.000476,0.0,0.0,0.0,0.000289
tgraupmann,G1,0.028585,0.0,0.0,0.0,0.015241
thaiquangquy,G1,0.0,0.0,0.0,0.0,0.000288
tharindushakya,G1,0.002382,0.0,0.0,0.0,0.000924
theggs,G1,0.0,0.000476,0.0,0.5,0.000288
thegovind,G1,0.0,0.0,0.0,0.0,0.000288
thehands79,G1,0.0,0.000476,0.0,0.166667,0.000288
thenets,G1,0.0,0.0,0.0,0.0,0.000288
thesobercoder,G1,0.001429,0.0,0.0,0.0,0.000954
thiagobutignon,G1,0.002382,0.000476,1.2e-05,0.333333,0.002502
thiagocaiubi,G1,0.0,0.000476,0.0,0.5,0.000288
thlandgraf,G1,0.0,0.0,0.0,0.0,0.000288
thmeitz,G1,0.0,0.000476,0.0,0.5,0.000288
tholum,G1,0.003811,0.000476,4.4e-05,0.134731,0.000946
thukabjj,G1,0.0,0.000476,0.0,0.25,0.000288
tiagostutz,G1,0.0,0.002382,0.0,0.5,0.000288
tianhaoz95,G1,0.0,0.000476,0.0,0.333333,0.000288
tianlinzx,G1,0.001906,0.001906,5e-05,0.113744,0.000673
tiefenauer,G1,0.0,0.000953,0.0,0.5,0.000288
tiefenthaler,G1,0.003335,0.0,0.0,0.0,0.001465
tijoseymathew,G1,0.0,0.000476,0.0,0.103604,0.000288
timgaunt,G1,0.0,0.000953,0.0,0.5,0.000288
timothyjoh,G1,0.001429,0.000953,2.7e-05,0.5,0.00152
tinesoft,G1,0.001429,0.001906,2.4e-05,0.12219,0.000307
tjdavis3,G1,0.0,0.000476,0.0,0.5,0.000288
tjohnson4,G1,0.0,0.000476,0.0,0.5,0.000288
tkapin,G1,0.0,0.000476,0.0,0.5,0.000288
tlightsky,G1,0.000476,0.0,0.0,0.0,0.000289
tnordal,G1,0.002382,0.0,0.0,0.0,0.001147
tobimark,G1,0.000476,0.000476,1e-06,0.269231,0.00035
tommck,G1,0.0,0.000476,0.0,0.5,0.000288
tomtajic,G1,0.000476,0.0,0.0,0.0,0.001352
tomyam1,G1,0.0,0.000476,0.0,0.5,0.000288
tonygem2022,G1,0.000476,0.0,0.0,0.0,0.0003
tonyisuli,G1,0.0,0.000476,0.0,0.121563,0.000288
tonyrb,G1,0.0,0.000476,0.0,0.5,0.000288
topherfangio,G1,0.0,0.000476,0.0,0.333333,0.000288
totallyGreg,G1,0.0,0.000953,0.0,0.5,0.000288
toughhou,G1,0.0,0.000476,0.0,0.5,0.000288
toxicafunk,G1,0.001429,0.0,0.0,0.0,0.000546
tractorjuice,G1,0.001429,0.0,0.0,0.0,0.000383
treb0r,G1,0.0,0.000476,0.0,0.5,0.000288
triceo,G1,0.0,0.000476,0.0,0.5,0.000288
tristdrum,G1,0.0,0.000476,0.0,0.5,0.000288
tsimurshved,G1,0.0,0.000476,0.0,0.333333,0.000288
ttkniep,G1,0.0,0.000476,0.0,0.5,0.000288
tturnerdev,G1,0.001429,0.0,0.0,0.0,0.000546
twbrandon7,G1,0.000953,0.0,0.0,0.0,0.000295
two-woods,G1,0.0,0.000476,0.0,0.5,0.000288
tzengshinfu,G1,0.0,0.0,0.0,0.0,0.000288
tzubad,G1,0.0,0.000476,0.0,0.3,0.000288
uberspeck,G1,0.000476,0.0,0.0,0.0,0.000411
uchida-masaki,G1,0.0,0.000476,0.0,0.5,0.000288
uemura-neon,G1,0.0,0.000476,0.0,0.5,0.000288
ulope,G1,0.0,0.000476,0.0,0.333333,0.000288
unclezoro,G1,0.000476,0.0,0.0,0.0,0.000289
unsafe9,G1,0.0,0.000476,0.0,0.113065,0.000288
uranusuu526-maker,G1,0.0,0.0,0.0,0.0,0.000288
uriel-kluk,G1,0.000953,0.0,0.0,0.0,0.000562
user4302,G1,0.0,0.000476,0.0,0.5,0.000288
userhas404d,G1,0.000953,0.0,0.0,0.0,0.000295
uuhnaut69,G1,0.000953,0.0,0.0,0.0,0.000412
valdezm,G1,0.000953,0.0,0.0,0.0,0.000292
vamshikrishnamraju,G1,0.001429,0.0,0.0,0.0,0.000783
varunr89,G1,0.0,0.000476,0.0,0.5,0.000288
vasani-arpit,G1,0.0,0.000476,0.0,0.5,0.000288
vatatav,G1,0.000953,0.0,0.0,0.0,0.000301
vburckhardt,G1,0.000476,0.0,0.0,0.0,0.0003
vcnd-recharged,G1,0.000476,0.0,0.0,0.0,0.000289
veeKewl,G1,0.001429,0.0,0.0,0.0,0.00057
veerabhadra-ponna,G1,0.000476,0.0,0.0,0.0,0.000291
vegetablest,G1,0.003811,0.0,0.0,0.0,0.001893
velmoga,G1,0.0,0.000476,0.0,0.5,0.000288
venkatp-infomagnus,G1,0.000953,0.0,0.0,0.0,0.000292
veraero-tech,G1,0.0,0.000476,0.0,0.5,0.000288
vialcollet,G1,0.0,0.000476,0.0,0.5,0.000288
vicarum,G1,0.001906,0.0,0.0,0.0,0.001296
victormihaita,G1,0.000953,0.0,0.0,0.0,0.000534
vieiraae,G1,0.000953,0.0,0.0,0.0,0.000295
viking76,G1,0.000953,0.001906,1.8e-05,0.5,0.000295
vincenthsh,G1,0.0,0.000476,0.0,0.5,0.000288
vincentlkl,G1,0.0,0.000476,0.0,0.269231,0.000288
vincentqcg,G1,0.0,0.000476,0.0,0.5,0.000288
vincilbishop,G1,0.000953,0.0,0.0,0.0,0.000325
visgotti,G1,0.0,0.000476,0.0,0.5,0.000288
vjaykrsna,G1,0.0,0.002382,0.0,0.3,0.000288
vladimir-trifonov,G1,0.0,0.000476,0.0,0.5,0.000288
vmhieu51204,G1,0.000476,0.0,0.0,0.0,0.000293
voducdan,G1,0.0,0.000476,0.0,0.5,0.000288
vojtaflorian,G1,0.000953,0.0,0.0,0.0,0.000545
volkanunsal,G1,0.0,0.000476,0.0,0.5,0.000288
voroshkov,G1,0.0,0.000476,0.0,0.5,0.000288
vrglx33,G1,0.0,0.000476,0.0,0.333333,0.000288
vsima,G1,0.000476,0.0,0.0,0.0,0.000291
vulovix,G1,0.001429,0.0,0.0,0.0,0.001826
vvChu,G1,0.000476,0.0,0.0,0.0,0.000289
vzarytovskii,G1,0.002859,0.0,0.0,0.0,0.001283
w-ww,G1,0.0,0.000476,0.0,0.088561,0.000288
wagnersza,G1,0.0,0.000476,0.0,0.5,0.000288
wahidshalaly,G1,0.0,0.000476,0.0,0.5,0.000288
wakita181009,G1,0.000476,0.0,0.0,0.0,0.000348
waltoss,G1,0.0,0.0,0.0,0.0,0.000288
wangjun1511-cell,G1,0.000476,0.0,0.0,0.0,0.000533
wangyuqiang9509,G1,0.000476,0.0,0.0,0.0,0.00041
waramity,G1,0.000476,0.0,0.0,0.0,0.000289
warnero,G1,0.0,0.000476,0.0,0.090551,0.000288
warpedgeoid,G1,0.0,0.000476,0.0,0.333333,0.000288
watany-dev,G1,0.0,0.000476,0.0,0.5,0.000288
wayne45,G1,0.0,0.000476,0.0,0.5,0.000288
waynebrantley,G1,0.0,0.000953,0.0,0.092369,0.000288
wcpaxx,G1,0.001906,0.003811,5.8e-05,0.118534,0.000824
webchick,G1,0.000476,0.0,0.0,0.0,0.000289
webrgp,G1,0.0,0.000476,0.0,0.5,0.000288
weihuajihe,G1,0.0,0.0,0.0,0.0,0.000288
weishaofei,G1,0.000953,0.0,0.0,0.0,0.000538
wfongcn,G1,0.0,0.0,0.0,0.0,0.000288
whatsall1976,G1,0.002382,0.0,0.0,0.0,0.001689
whereiszebra,G1,0.0,0.000476,0.0,0.5,0.000288
whitmo,G1,0.0,0.0,0.0,0.0,0.000288
whittenator,G1,0.0,0.000476,0.0,0.5,0.000288
wiegerssamuel117-cyber,G1,0.0,0.0,0.0,0.0,0.000288
wildchron,G1,0.0,0.000476,0.0,0.090551,0.000288
wilsonneto-swe,G1,0.003335,0.000476,3.8e-05,0.2,0.001862
wingyuenegl,G1,0.000476,0.0,0.0,0.0,0.000291
wisnubjoey,G1,0.0,0.000476,0.0,0.333333,0.000288
wle8300,G1,0.000953,0.0,0.0,0.0,0.00041
wlinna,G1,0.0,0.000476,0.0,0.5,0.000288
wmalgadey,G1,0.0,0.000476,0.0,0.121749,0.000288
wmikucki,G1,0.0,0.000953,0.0,0.5,0.000288
wochagonnadu,G1,0.000476,0.000476,0.0,0.5,0.0003
wolffy-au,G1,0.000476,0.000953,1.5e-05,0.5,0.000291
wolone,G1,0.001906,0.0,0.0,0.0,0.001958
wondywang,G1,0.0,0.0,0.0,0.0,0.000288
workdocyeye,G1,0.0,0.000476,0.0,0.25,0.000288
worldofgeese,G1,0.0,0.000476,0.0,0.5,0.000288
wweggplant,G1,0.0,0.000476,0.0,0.5,0.000288
wyattowalsh,G1,0.000476,0.0,0.0,0.0,0.000411
wysiecki,G1,0.0,0.000476,0.0,0.333333,0.000288
x22x22,G1,0.001429,0.000476,1e-06,0.5,0.00086
xenorum,G1,0.0,0.0,0.0,0.0,0.000288
xianghongai,G1,0.0,0.000476,0.0,0.5,0.000288
xiaosean,G1,0.0,0.000476,0.0,0.5,0.000288
xilu0,G1,0.000476,0.0,0.0,0.0,0.0003
xinity,G1,0.0,0.000476,0.0,0.25,0.000288
xitex,G1,0.0,0.000953,0.0,0.5,0.000288
xmontero,G1,0.001429,0.0,0.0,0.0,0.000436
xpmatteo,G1,0.000476,0.0,0.0,0.0,0.00037
xqm32,G1,0.002859,0.0,0.0,0.0,0.001283
xswangme-lang,G1,0.000953,0.0,0.0,0.0,0.000325
xuan2261,G1,0.0,0.000476,0.0,0.269231,0.000288
xuezhouyang,G1,0.000476,0.0,0.0,0.0,0.000289
xuhan-rgb,G1,0.0,0.000476,0.0,0.5,0.000288
xunjianxiang,G1,0.0,0.001429,0.0,0.09375,0.000288
xuxiong,G1,0.0,0.000476,0.0,0.5,0.000288
xuxm2007,G1,0.000476,0.0,0.0,0.0,0.000412
xworks,G1,0.000953,0.0,0.0,0.0,0.000855
xxxpsyduck,G1,0.0,0.000476,0.0,0.333333,0.000288
xymelon,G1,0.000953,0.0,0.0,0.0,0.000295
y-yagi,G1,0.0,0.0,0.0,0.0,0.000288
yag3l,G1,0.0,0.0,0.0,0.0,0.000288
yamkazu,G1,0.0,0.0,0.0,0.0,0.000288
yannicklin,G1,0.0,0.000476,0.0,0.108173,0.000288
yarikoptic,G1,0.001906,0.000476,0.0,0.5,0.000556
yaseenshady,G1,0.0,0.000953,0.0,0.5,0.000288
yashvekaria,G1,0.0,0.000476,0.0,0.5,0.000288
yauheni-chekan,G1,0.0,0.0,0.0,0.0,0.000288
yb19890724,G1,0.0,0.000476,0.0,0.333333,0.000288
ybzeek,G1,0.0,0.000476,0.0,0.5,0.000288
yeuem1vannam,G1,0.0,0.000476,0.0,0.5,0.000288
yiethan0618-lab,G1,0.000476,0.0,0.0,0.0,0.000533
ymhiroki,G1,0.000953,0.000476,0.0,0.5,0.000545
yoDon,G1,0.001429,0.0,0.0,0.0,0.001211
you227224-create,G1,0.0,0.0,0.0,0.0,0.000288
younes-io,G1,0.001906,0.000476,8e-06,0.5,0.000883
young-hwang,G1,0.000476,0.0,0.0,0.0,0.000289
yozosann,G1,0.0,0.000476,0.0,0.269231,0.000288
yskkin,G1,0.000953,0.000953,6e-06,0.5,0.000295
ysumanth06,G1,0.000953,0.0,0.0,0.0,0.000295
yu-iskw,G1,0.010958,0.0,0.0,0.0,0.005879
yuanyuanyuan,G1,0.001429,0.0,0.0,0.0,0.000595
yubozhao,G1,0.000953,0.0,0.0,0.0,0.000534
yubrshen,G1,0.000476,0.0,0.0,0.0,0.0003
yulongsong-pg,G1,0.0,0.000476,0.0,0.5,0.000288
yuxi0708,G1,0.0,0.0,0.0,0.0,0.000288
z0gSh1u,G1,0.0,0.000476,0.0,0.5,0.000288
z3tz3r0,G1,0.0,0.000476,0.0,0.5,0.000288
zaheer15351,G1,0.000953,0.0,0.0,0.0,0.000295
zaheerkhatri59-art,G1,0.0,0.0,0.0,0.0,0.000288
zaidhassan168,G1,0.000476,0.0,0.0,0.0,0.000289
zarrarpal,G1,0.001429,0.0,0.0,0.0,0.000801
zaytsevand,G1,0.0,0.000476,0.0,0.5,0.000288
zcasanova,G1,0.0,0.000476,0.0,0.222222,0.000288
zhengger,G1,0.0,0.000476,0.0,0.5,0.000288
zhuxijing123,G1,0.000953,0.0,0.0,0.0,0.000656
zichen0116,G1,0.000953,0.0,0.0,0.0,0.000295
zidoshare,G1,0.0,0.000476,0.0,0.5,0.000288
zikajk,G1,0.000476,0.0,0.0,0.0,0.0003
zirubak,G1,0.001429,0.0,0.0,0.0,0.000548
zivbrauner,G1,0.000476,0.0,0.0,0.0,0.000289
ziyitony,G1,0.0,0.000476,0.0,0.5,0.000288
zolandor,G1,0.003335,0.0,0.0,0.0,0.001095
zongqir,G1,0.000476,0.0,0.0,0.0,0.0003
zryfish,G1,0.001906,0.0,0.0,0.0,0.001036
zvictor,G1,0.000953,0.000476,0.0,0.5,0.000546
zz-png,G1,0.0,0.000476,0.0,0.5,0.000288
zzz607,G1,0.000476,0.0,0.0,0.0,0.0003
04cb,G2,0.0,0.0,0.0,0.0,0.000476
0x006EA1E5,G2,0.000476,0.0,0.0,0.0,0.000477
0xRabbidfly,G2,0.0,0.0,0.0,0.0,0.000476
0xi4o,G2,0.000476,0.0,0.0,0.0,0.000477
0xrafasec,G2,0.000476,0.0,0.0,0.0,0.000478
1Megabyte,G2,0.0,0.0,0.0,0.0,0.000476
3San360,G2,0.0,0.0,0.0,0.0,0.000476
3vmartinet,G2,0.0,0.0,0.0,0.0,0.000476
404prefrontalcortexnotfound,G2,0.0,0.0,0.0,0.0,0.000476
42tg,G2,0.0,0.0,0.0,0.0,0.000476
49115566,G2,0.000476,0.0,0.0,0.0,0.000477
6plosive,G2,0.0,0.0,0.0,0.0,0.000476
70pice,G2,0.000476,0.0,0.0,0.0,0.000479
812913329,G2,0.0,0.0,0.0,0.0,0.000476
A2Y-D5L,G2,0.0,0.0,0.0,0.0,0.000476
AIstar007,G2,0.0,0.0,0.0,0.0,0.000476
ANogin,G2,0.000476,0.0,0.0,0.0,0.000477
APJoshi-Projects,G2,0.0,0.0,0.0,0.0,0.000476
ARRamanathan,G2,0.0,0.0,0.0,0.0,0.000476
ATelbay,G2,0.0,0.0,0.0,0.0,0.000476
AbdulSamad94,G2,0.0,0.0,0.0,0.0,0.000476
Adam-xuya,G2,0.0,0.0,0.0,0.0,0.000476
Adamcf123,G2,0.0,0.0,0.0,0.0,0.000476
Adr1an04,G2,0.0,0.0,0.0,0.0,0.000476
Adyel,G2,0.0,0.0,0.0,0.0,0.000476
Aiyatullah,G2,0.0,0.0,0.0,0.0,0.000476
Ajaxiis,G2,0.0,0.0,0.0,0.0,0.000476
Aki-07,G2,0.0,0.0,0.0,0.0,0.000476
AlbertoBasalo,G2,0.000953,0.0,0.0,0.0,0.00048
AlexSendula,G2,0.0,0.0,0.0,0.0,0.000476
Alexandre-Nourissier,G2,0.0,0.0,0.0,0.0,0.000476
AlwaysHC,G2,0.0,0.0,0.0,0.0,0.000476
AmnezziaCS,G2,0.0,0.0,0.0,0.0,0.000476
Anant00,G2,0.0,0.0,0.0,0.0,0.000476
AndersHsueh,G2,0.0,0.0,0.0,0.0,0.000476
AndreasBom,G2,0.000476,0.0,0.0,0.0,0.000477
AndrewBert,G2,0.000476,0.0,0.0,0.0,0.000479
AndrewNikolin,G2,0.0,0.0,0.0,0.0,0.000476
Andrey-Yakovtsev,G2,0.0,0.0,0.0,0.0,0.000476
AndyZHENG0715,G2,0.0,0.0,0.0,0.0,0.000476
Andytreusch1028,G2,0.0,0.0,0.0,0.0,0.000476
AreDee-Bangs,G2,0.0,0.0,0.0,0.0,0.000476
ArpitSuthar,G2,0.000476,0.0,0.0,0.0,0.000478
ArthurFay,G2,0.0,0.0,0.0,0.0,0.000476
Asdafers,G2,0.0,0.0,0.0,0.0,0.000476
Ash-Blanc,G2,0.0,0.0,0.0,0.0,0.000476
Ashwinhegde19,G2,0.0,0.0,0.0,0.0,0.000476
Azeem-2,G2,0.0,0.0,0.0,0.0,0.000476
B-SRIKRISHNAN,G2,0.000476,0.0,0.0,0.0,0.000478
Bad3r,G2,0.0,0.0,0.0,0.0,0.000476
BarisEY,G2,0.0,0.0,0.0,0.0,0.000476
Bassonrichard,G2,0.000476,0.0,0.0,0.0,0.000477
Basster,G2,0.0,0.0,0.0,0.0,0.000476
BawstosAI,G2,0.0,0.0,0.0,0.0,0.000476
BenBtg,G2,0.0,0.0,0.0,0.0,0.000476
Bengeljo,G2,0.000476,0.0,0.0,0.0,0.000477
Benj4,G2,0.0,0.0,0.0,0.0,0.000476
BigBandaid2,G2,0.0,0.0,0.0,0.0,0.000476
Bill-Zhongzb,G2,0.0,0.0,0.0,0.0,0.000476
BobbyWang0120,G2,0.000476,0.0,0.0,0.0,0.000477
BrainSlugs83,G2,0.0,0.0,0.0,0.0,0.000476
Brandsma,G2,0.000476,0.0,0.0,0.0,0.000479
BretJohnson,G2,0.0,0.0,0.0,0.0,0.000476
