login,graph,degree_in,degree_out,betweenness,closeness,pagerank
Tenith01,G4,0.002382,0.002382,0.011852,0.085745,0.000871
Testimonial,G4,0.001906,0.0,0.0,0.0,0.000248
TheArKaID,G4,0.000953,0.0,0.0,0.0,0.000178
TheManWhoLikesToCode,G4,0.001906,0.0,0.0,0.0,0.000266
TheNotoBarth,G4,0.001429,0.0,0.0,0.0,0.00018
TheUIinventor,G4,0.000476,0.000476,0.0,0.054941,0.000351
Thelastpoet,G4,0.000476,0.000476,0.0,0.06246,0.000299
ThomasSteinbach,G4,0.000476,0.000476,0.0,0.08027,0.000178
ThuySinhNhat,G4,0.000953,0.000953,4.9e-05,0.065404,0.000411
Tiger-NG,G4,0.000476,0.000476,0.0,0.0637,0.000312
TimJJTing,G4,0.002859,0.002859,0.005234,0.07795,0.001125
Timothy-Guyon,G4,0.000476,0.000476,0.0,0.050071,0.00034
TituxMetal,G4,0.000476,0.000476,0.0,0.060436,0.000278
TobiasFandrich,G4,0.000476,0.000476,0.0,0.061233,0.000251
TortoiseWolfe,G4,0.001429,0.0,0.0,0.0,0.000162
TrentBartlem,G4,0.001906,0.001906,0.001233,0.070653,0.000743
Tuyendev47,G4,0.000476,0.000476,0.0,0.054941,0.000351
TyrelCB,G4,0.000476,0.000476,0.0,0.069054,0.000254
Tyunsen,G4,0.000476,0.000476,0.0,0.055379,0.000294
UmmeHabiba1312,G4,0.001429,0.0,0.0,0.0,0.000162
UndiFineD,G4,0.000476,0.000476,0.0,0.074311,0.000178
UpToDate5500,G4,0.0,0.000476,0.0,0.069185,0.000101
UrielCh,G4,0.000476,0.000476,0.0,0.071025,0.000246
V4G4X,G4,0.000953,0.000953,0.00018,0.06489,0.000494
VATALU,G4,0.000476,0.000476,0.0,0.054264,0.000311
VaiYav,G4,0.000953,0.0,0.0,0.0,0.00016
ValentinPy1,G4,0.007623,0.007623,0.011099,0.080171,0.002838
VamosCC,G4,0.000953,0.000953,0.000772,0.066715,0.000567
Vamshi-Bantaram,G4,0.000476,0.000476,0.0,0.333333,0.000672
VardemisDatara,G4,0.000476,0.000476,0.0,0.052413,0.00016
VesperAkshay,G4,0.004288,0.004288,0.016244,0.085382,0.001933
Vext-Labs,G4,0.0,0.0,0.0,0.0,0.000101
ViktorLi1988,G4,0.000476,0.000953,7e-06,0.064927,0.000238
Vipan-arintech,G4,0.000476,0.000476,0.0,0.066411,0.00031
WANGMAN-Echo,G4,0.000476,0.000476,0.0,0.076445,0.00016
WOLIKIMCHENG,G4,0.001429,0.0,0.0,0.0,0.000162
WangX0111,G4,0.001429,0.0,0.0,0.0,0.000162
Wavegoodvybe2929,G4,0.001906,0.0,0.0,0.0,0.000266
WhatIfWeDigDeeper,G4,0.000476,0.000476,0.0,0.069054,0.000254
WhiteGive-Boy,G4,0.001429,0.0,0.0,0.0,0.000162
WikiRik,G4,0.001429,0.001906,0.001558,0.069462,0.000465
WilliamMunch,G4,0.002382,0.0,0.0,0.0,0.000333
WilliamPeralta,G4,0.000476,0.000476,0.0,0.055674,0.000321
Windol,G4,0.0,0.0,0.0,0.0,0.000101
WinstonTG,G4,0.004288,0.004288,0.004464,0.063725,0.002097
WoZ,G4,0.000476,0.000476,0.0,0.04869,0.000441
WolfgangFiedler,G4,0.000476,0.000476,0.0,0.067081,0.000251
Wompipomp,G4,0.000476,0.000476,0.0,0.065065,0.000283
Wu-Rua,G4,0.000476,0.000476,0.0,0.066522,0.000348
XFGRASS,G4,0.000476,0.000476,0.0,0.064758,0.000302
XSKW11111,G4,0.000476,0.000476,0.0,0.06644,0.000309
Xain3,G4,0.0,0.000476,0.0,0.061081,0.000101
XardasLord,G4,0.000476,0.000476,0.0,0.070204,0.000285
XhstormR,G4,0.000476,0.000476,0.0,0.064851,0.000335
Xpystum,G4,0.000953,0.000953,0.000772,0.076452,0.000384
Xreath,G4,0.000476,0.000476,0.0,0.051843,0.000198
Yazurka,G4,0.000476,0.000476,0.0,0.065065,0.000283
YeduinM,G4,0.000476,0.000476,0.0,0.074462,0.000249
Yunus-Emre-Kaya,G4,0.000476,0.000476,0.0,0.054941,0.000351
Zachary-Higgins,G4,0.000476,0.000476,0.0,0.069051,0.000275
Zahrannnn,G4,0.000953,0.000953,0.000428,0.077182,0.000257
Zalmez,G4,0.000476,0.000476,0.0,0.063456,0.000281
Zefex,G4,0.001906,0.001906,0.002316,0.059915,0.0013
Zestpond,G4,0.000476,0.000476,0.0,0.067605,0.000303
Zhaoxiaoguang001,G4,0.001429,0.0,0.0,0.0,0.000162
Zzackllack,G4,0.000476,0.000476,0.0,0.03883,0.000276
a-holm,G4,0.000476,0.000476,0.0,0.060876,0.000249
a00110110011,G4,0.003335,0.003335,0.008013,0.087604,0.001089
a76854,G4,0.000476,0.000476,0.0,0.055593,0.000342
aMuTeX,G4,0.001429,0.000953,0.000354,0.052508,0.000516
aadi1295,G4,0.000476,0.000476,0.0,0.060876,0.000249
aadit33,G4,0.000476,0.000476,0.0,0.047479,0.000473
aaron-cardenas,G4,0.000476,0.000476,0.0,0.054294,0.000323
aaronbassett,G4,0.000476,0.000476,0.0,0.054264,0.000311
aaronrsun,G4,0.001906,0.000953,0.000569,0.083028,0.000337
aasawa20,G4,0.001429,0.001429,0.000772,0.061052,0.000633
aashish-ak,G4,0.005241,0.005241,0.007763,0.074607,0.003997
ab22593k,G4,0.000476,0.000476,0.0,0.5,0.000672
abdul-kabir-jawed,G4,0.000476,0.0,0.0,0.0,0.000178
abdull1986,G4,0.001429,0.001429,0.00071,0.061127,0.000595
abdurmasood,G4,0.001906,0.001906,0.003856,0.054352,0.001273
abeds0,G4,0.001429,0.0,0.0,0.0,0.000162
accelas,G4,0.0,0.000476,0.0,0.285714,0.000101
accesswatch,G4,0.001906,0.001906,0.000592,0.07451,0.000636
acmeguy,G4,0.000476,0.000476,0.0,0.076445,0.00016
acomito,G4,0.000476,0.000476,0.0,0.068024,0.000268
acs,G4,0.000476,0.0,0.0,0.0,0.00016
adam-paterson,G4,0.003811,0.002382,0.001024,0.049988,0.000888
adamhill,G4,0.000953,0.001429,0.000203,0.065407,0.000436
adamjdavidson,G4,0.000953,0.0,0.0,0.0,0.000103
adamkwhite,G4,0.0,0.000476,0.0,0.5,0.000101
adarkazanli,G4,0.000953,0.000953,0.000858,0.064973,0.000479
adaumann,G4,0.001906,0.000953,0.0,0.074462,0.00031
adnrewc,G4,0.000476,0.000476,0.0,0.054315,0.00033
adri4nlm,G4,0.001429,0.0,0.0,0.0,0.000162
adshrc,G4,0.000953,0.000953,0.000105,0.057671,0.000468
aeltayeb,G4,0.001429,0.0,0.0,0.0,0.000162
aemr3,G4,0.004288,0.000953,0.001484,0.058967,0.000774
aetos382,G4,0.000476,0.000476,0.0,0.066703,0.000277
afetter,G4,0.000476,0.000476,0.0,0.066856,0.000282
afurm,G4,0.003335,0.000476,0.000434,0.06637,0.000715
ageaxe,G4,0.001429,0.001429,0.001544,0.060928,0.00081
agonzalez2014,G4,0.001906,0.001906,0.000805,0.04836,0.00082
agriffard,G4,0.000476,0.000476,0.0,0.046642,0.000276
agzyamov,G4,0.001429,0.001429,0.001544,0.062243,0.000639
ahaaje,G4,0.000476,0.000476,0.0,0.066401,0.000379
ahm22004,G4,0.000476,0.000476,0.0,0.043441,0.00026
ahmadabdalla,G4,0.002382,0.002382,0.003357,0.07483,0.001177
ahmedelraei,G4,0.000476,0.000476,0.0,0.067081,0.000251
ahmet-cetinkaya,G4,0.005241,0.001429,0.006256,0.066773,0.001885
airtonGit,G4,0.003335,0.003335,0.004523,0.076736,0.001523
airtonix,G4,0.003811,0.003811,0.004234,0.077594,0.00157
ajaxdude,G4,0.000476,0.000476,0.0,0.074311,0.000178
ajaxiis-rust,G4,0.001906,0.001906,0.002315,0.074405,0.000715
akhil41,G4,0.000476,0.000476,0.0,0.054782,0.000253
aki-s,G4,0.000953,0.000953,0.000772,0.063445,0.000597
akierum,G4,0.001906,0.001906,0.002339,0.074744,0.000752
akleeko2,G4,0.006193,0.006193,0.008227,0.068774,0.00276
akmur,G4,0.000476,0.000476,0.0,0.066703,0.000277
alandovskis,G4,0.000953,0.000953,0.000354,0.070601,0.000443
alanmeadows,G4,0.001906,0.0,0.0,0.0,0.000248
albahrani,G4,0.001906,0.001906,0.001303,0.07193,0.000739
albertilagan,G4,0.000476,0.000476,0.0,0.060876,0.000249
aldonetti,G4,0.000476,0.000476,0.0,0.062652,0.0003
alebar42,G4,0.000476,0.000476,0.0,0.066353,0.000282
alehar9320,G4,0.000476,0.000476,0.0,0.066851,0.000257
alessio-locatelli,G4,0.000476,0.000476,0.0,0.074311,0.000178
alex-vance,G4,0.0,0.000476,0.0,0.068578,0.000101
alex-zwingli,G4,0.000953,0.0,0.0,0.0,0.00016
alexandreLavenant,G4,0.000476,0.000476,0.0,0.054941,0.000351
alexhancock,G4,0.000476,0.000476,0.0,0.048942,0.000331
alexinslc,G4,0.001429,0.0,0.0,0.0,0.000308
alexjyong,G4,0.000476,0.000476,0.0,0.082765,0.00016
alexnechyporenko,G4,0.002382,0.002382,0.002316,0.060975,0.001237
alexrodio,G4,0.000476,0.000476,0.0,0.061207,0.000279
alfonsograziano,G4,0.002382,0.002382,0.006006,0.060588,0.001367
alfredoperez,G4,0.001906,0.000476,3e-06,0.073214,0.00036
aliha-smchs,G4,0.000476,0.000476,0.0,0.06246,0.000299
alissalayla,G4,0.0,0.0,0.0,0.0,0.000101
aloysiusmartis,G4,0.0,0.0,0.0,0.0,0.000101
alparslankapani,G4,0.000476,0.000476,0.0,0.060876,0.000249
alvarobem,G4,0.000476,0.000476,0.0,0.057677,0.000304
alxdark,G4,0.000476,0.000476,0.0,0.058075,0.000288
alxvasilevvv,G4,0.000476,0.000476,0.0,0.054248,0.000331
amamiyayasi,G4,0.0,0.0,0.0,0.0,0.000101
amariani,G4,0.000476,0.000476,0.0,0.285714,0.000517
amaynez,G4,0.001906,0.000953,0.009095,0.074477,0.000852
amehmeto,G4,0.000476,0.000476,0.0,0.065095,0.000301
amehrez,G4,0.0,0.0,0.0,0.0,0.000101
amerzad,G4,0.000476,0.000476,0.0,0.065038,0.000317
amirbadnjevic,G4,0.000476,0.000476,0.0,0.060039,0.000298
amithegde,G4,0.003335,0.003335,0.003393,0.076557,0.001305
amogower,G4,0.001906,0.0,0.0,0.0,0.000466
amondnet,G4,0.010005,0.008099,0.015045,0.084287,0.003085
amorino-agatha,G4,0.000476,0.000476,0.0,0.333333,0.000672
amosgeva,G4,0.000476,0.000476,0.0,0.064721,0.000327
amuzip,G4,0.000953,0.0,0.0,0.0,0.00016
amweiss,G4,0.001906,0.000476,0.0,0.058652,0.00037
anadale,G4,0.000476,0.000476,0.0,0.059516,0.000268
anantbaksh,G4,0.000476,0.000476,0.0,0.06637,0.000413
anasseth,G4,0.002859,0.000953,0.000417,0.066353,0.0006
anchildress1,G4,0.003335,0.001429,0.000809,0.066399,0.00086
andre-menutole,G4,0.000953,0.000953,0.000471,0.06778,0.000437
andreaschiona,G4,0.000476,0.000476,0.0,0.066389,0.000236
andreswebs,G4,0.000953,0.000953,0.0,0.076544,0.000326
andrewpsp,G4,0.000476,0.000476,0.0,0.061691,0.000272
andrewvlgafc,G4,0.001429,0.0,0.0,0.0,0.000162
andyfischer,G4,0.000476,0.000476,0.0,0.064721,0.000276
andysg-hub,G4,0.000476,0.000476,0.0,0.06871,0.000254
anentropic,G4,0.000476,0.000476,0.0,0.056394,0.000248
anggaaryas,G4,0.001429,0.001429,0.001544,0.063302,0.000897
anidotnet,G4,0.000953,0.000953,0.000386,0.074344,0.000398
anli001024,G4,0.000476,0.000476,0.0,0.06487,0.000238
ansonngch-Sephora,G4,0.000476,0.000476,0.0,0.066856,0.000244
antdong,G4,0.000953,0.000953,0.0,0.076474,0.000326
antimagetiny,G4,0.001429,0.001429,1e-06,0.074526,0.000628
anton-shomin,G4,0.000476,0.000476,0.0,0.066411,0.00031
antsok,G4,0.000476,0.000476,0.0,0.050618,0.000281
antst,G4,0.000476,0.000476,0.0,0.5,0.000672
apexsloth,G4,0.000476,0.000476,0.0,0.066522,0.000348
aprendendofelipe,G4,0.000476,0.000476,0.0,0.054642,0.000301
apshoemaker,G4,0.000476,0.000953,1e-06,0.064785,0.000253
aqibmumtaz,G4,0.000476,0.000476,0.0,0.074311,0.000178
aqilaziz,G4,0.001429,0.0,0.0,0.0,0.000162
aragubas,G4,0.000476,0.000476,0.0,0.5,0.000672
arampp,G4,0.000476,0.000476,0.0,0.066372,0.000294
archetyx,G4,0.0,0.0,0.0,0.0,0.000101
arctouch-paulagueiros,G4,0.001906,0.001906,0.001674,0.071094,0.000763
arkadiyk,G4,0.001429,0.001429,0.001544,0.074492,0.00081
arkim86-JFK,G4,0.000476,0.000476,0.0,0.060876,0.000249
armingjazi,G4,0.0,0.0,0.0,0.0,0.000101
armoucar,G4,0.0,0.0,0.0,0.0,0.000101
armujahid,G4,0.003335,0.003335,0.002723,0.068173,0.001414
arnetkachev,G4,0.000953,0.000953,0.008218,0.085685,0.000237
arrrlo,G4,0.001906,0.001906,0.002604,0.076826,0.000802
arsalan98m,G4,0.000953,0.000953,0.000772,0.074477,0.000523
arthur404dev,G4,0.0,0.0,0.0,0.0,0.000101
artk42,G4,0.0,0.000476,0.0,0.080296,0.000101
arun-gupta,G4,0.002382,0.000953,0.000772,0.062292,0.00054
arundeep78,G4,0.000476,0.000476,0.0,0.049861,0.000294
arunt14,G4,0.001429,0.0,0.0,0.0,0.000162
aryzing,G4,0.000476,0.000476,0.0,0.054941,0.000351
ashbrener,G4,0.001429,0.0,0.0,0.0,0.000162
ashebanow,G4,0.0,0.000476,0.0,0.5,0.000101
ashleysommer,G4,0.000476,0.000476,0.0,0.057298,0.000276
asieduernest12,G4,0.000476,0.000476,0.0,0.058594,0.000241
askpatrickw,G4,0.001906,0.0,0.0,0.0,0.000268
aspdev91,G4,0.000476,0.000476,0.0,0.051155,0.000285
astsu-dev,G4,0.000476,0.000476,0.0,0.054321,0.000394
atomleapdeveloper02,G4,0.000476,0.000476,0.0,0.054941,0.000351
auggie246,G4,0.000476,0.000476,0.0,0.054315,0.00033
aurexav,G4,0.008576,0.009052,0.025353,0.090801,0.002945
austinsonger,G4,0.001429,0.000476,0.000712,0.064721,0.000405
awlsring,G4,0.000953,0.000953,1.3e-05,0.065806,0.000391
aww-aww,G4,0.001429,0.0,0.0,0.0,0.000371
ayax79,G4,0.002382,0.002382,0.003086,0.060843,0.001356
aybouzaglou,G4,0.0,0.000476,0.0,0.5,0.000101
ayesha-aziz123,G4,0.001429,0.0,0.0,0.0,0.000162
ayeshakhalid192007-dev,G4,0.002382,0.000953,0.00036,0.145455,0.001038
ayushin,G4,0.000953,0.000953,0.000256,0.067256,0.000461
azaricstefan,G4,0.0,0.0,0.0,0.0,0.000101
azuma317,G4,0.000953,0.0,0.0,0.0,0.000178
bailiangcn,G4,0.000476,0.000476,0.0,0.065699,0.000302
bakwan79,G4,0.000953,0.000953,0.000772,0.060902,0.000523
barisgit,G4,0.000953,0.0,0.0,0.0,0.000103
barnent1,G4,0.000476,0.000476,0.0,0.060876,0.000249
barnjamin,G4,0.001429,0.0,0.0,0.0,0.00018
basicScandal,G4,0.0,0.0,0.0,0.0,0.000101
bassco,G4,0.0,0.000476,0.0,0.052772,0.000101
baveku,G4,0.001429,0.0,0.0,0.0,0.000162
bbrowning,G4,0.000953,0.000953,0.0,0.064632,0.000412
bcdonadio,G4,0.001429,0.001429,0.000223,0.071733,0.000555
bcy446xd9d-netizen,G4,0.000476,0.000476,0.0,0.060876,0.000249
beager,G4,0.000476,0.000476,0.0,0.06127,0.000286
beerygaz,G4,0.000476,0.000476,0.0,0.058682,0.000288
beliaev-maksim,G4,0.000953,0.0,0.0,0.0,0.000103
ben-edgar,G4,0.003335,0.000953,0.004008,0.080446,0.000976
ben-heimberg,G4,0.000476,0.000476,0.0,0.04168,0.000263
benadamdev,G4,0.000953,0.000953,0.0,0.07432,0.000307
bengoug,G4,0.0,0.0,0.0,0.0,0.000101
benjaminmodayil,G4,0.0,0.000476,0.0,0.5,0.000101
benlau,G4,0.000476,0.000476,0.0,0.064909,0.000322
benoitheinrich,G4,0.001906,0.001906,0.001134,0.075898,0.000734
benzyc,G4,0.000476,0.0,0.0,0.0,0.000178
berkantay,G4,0.000476,0.000476,0.0,0.072937,0.000283
best-shalom,G4,0.000476,0.000476,0.0,0.068663,0.000282
bethmaloney,G4,0.000476,0.000476,0.0,0.074556,0.00025
bgervin,G4,0.001429,0.0,0.0,0.0,0.000162
bgiardiello,G4,0.000476,0.000476,0.0,0.067605,0.000303
bhb603,G4,0.000476,0.000476,0.0,0.06484,0.00033
bhsimon97,G4,0.000953,0.000953,8.2e-05,0.076955,0.000258
bibendi,G4,0.000476,0.000476,0.0,0.070587,0.000256
bicatu,G4,0.000953,0.000953,0.000639,0.076528,0.000327
bigcan,G4,0.001429,0.001429,0.001544,0.060928,0.00081
bigsmartben,G4,0.001906,0.001429,0.0,0.074462,0.000405
bilalpiaic,G4,0.000476,0.000476,0.0,0.074311,0.000178
bing5tui3,G4,0.000476,0.000476,0.0,0.050071,0.00034
birdseyevue,G4,0.000476,0.000476,0.0,0.064851,0.000335
biruinan,G4,0.000476,0.0,0.0,0.0,0.000178
bixu,G4,0.000476,0.000476,0.0,0.066353,0.000282
bjuraga,G4,0.000476,0.000476,0.0,0.074462,0.000249
bkowshik,G4,0.000476,0.000476,0.0,0.066332,0.00026
black1good,G4,0.0,0.000476,0.0,0.056959,0.000101
blackcode1,G4,0.000953,0.0,0.0,0.0,0.000266
blackcrow-it,G4,0.0,0.000476,0.0,0.05785,0.000101
blackgirlbytes,G4,0.000476,0.000476,0.0,0.054248,0.000331
blade1981m,G4,0.000476,0.000476,0.0,0.074311,0.000178
blashinfa,G4,0.000476,0.000476,0.0,0.054941,0.000351
bleow,G4,0.000476,0.000476,0.0,0.062545,0.000269
bmcnaboe,G4,0.001429,0.001429,0.002479,0.066488,0.000609
bobbui,G4,0.000476,0.000476,0.0,0.056805,0.000333
bobbyhuang-dev,G4,0.000476,0.000476,0.0,0.055379,0.000294
bodleytunes,G4,0.0,0.0,0.0,0.0,0.000101
bongiozzo,G4,0.000476,0.000476,0.0,0.069179,0.000289
bonsai,G4,0.000476,0.0,0.0,0.0,0.000178
borederman,G4,0.000476,0.000476,0.0,0.054389,0.000271
borfast,G4,0.000476,0.000476,0.0,0.066587,0.000287
bpodlejski,G4,0.000476,0.000476,0.0,0.06632,0.000264
bradbalfour,G4,0.000476,0.000476,0.0,0.060876,0.000249
braffour,G4,0.000953,0.000953,0.000772,0.074477,0.000523
brandon-braner,G4,0.001906,0.0,0.0,0.0,0.000504
branky,G4,0.000476,0.0,0.0,0.0,0.00016
brat002,G4,0.0,0.000476,0.0,0.060306,0.000101
brentarias,G4,0.000476,0.000476,0.0,0.063434,0.000296
brentrossen,G4,0.000953,0.000953,0.000386,0.074344,0.000398
brianFrizzera,G4,0.000476,0.000476,0.0,0.06871,0.000254
briananderson1222,G4,0.000953,0.0,0.0,0.0,0.000263
brianluby,G4,0.000953,0.0,0.0,0.0,0.000103
briant-spindance,G4,0.001429,0.001429,0.00402,0.075507,0.000616
brimdor,G4,0.000953,0.000953,0.000419,0.061393,0.000446
brindasanthm,G4,0.001429,0.001429,0.001544,0.074359,0.000673
brooke-hamilton,G4,0.000953,0.000953,0.0,0.076522,0.000295
brunoborges,G4,0.001906,0.000476,0.0,0.074462,0.000328
bryantqo,G4,0.000476,0.000476,0.0,0.055326,0.000264
bsnyder,G4,0.000476,0.000476,0.0,0.049842,0.00035
bsquidwrd,G4,0.000476,0.000476,0.0,0.066387,0.000292
buck-0x,G4,0.001429,0.001429,0.000772,0.074377,0.000525
bucweat,G4,0.001429,0.000953,0.000716,0.170213,0.000977
burberryonn,G4,0.0,0.0,0.0,0.0,0.000101
busbyjon,G4,0.000476,0.000476,0.0,0.064313,0.000285
c05m1x,G4,0.000953,0.000953,0.0,0.035976,0.000241
c30ra,G4,0.000953,0.000953,0.000594,0.076592,0.000343
caffbit,G4,0.000476,0.0,0.0,0.0,0.000178
calexandre,G4,0.000476,0.000476,0.0,0.07191,0.000254
callorange,G4,0.000953,0.000953,0.000425,0.076487,0.000344
calvin-chung-calian-git,G4,0.0,0.0,0.0,0.0,0.000101
camiloborges,G4,0.000476,0.000476,0.0,0.074462,0.000249
campbells,G4,0.000476,0.000476,0.0,0.07292,0.000266
carlo42,G4,0.001429,0.0,0.0,0.0,0.00018
carlosfiori,G4,0.000476,0.000476,0.0,0.055358,0.000282
carmandale,G4,0.001429,0.0,0.0,0.0,0.00018
carolitascl,G4,0.000476,0.000476,0.0,0.060876,0.000249
carsten-wilhelm,G4,0.000476,0.000476,0.0,0.060876,0.000249
carter003,G4,0.001429,0.001429,0.001326,0.066715,0.000712
cartmedia,G4,0.000476,0.000476,0.0,0.066399,0.000259
cassiebreviu,G4,0.001906,0.000476,0.0,0.073214,0.000449
cazzoo,G4,0.0,0.000476,0.0,0.057565,0.000101
cbaerikebc,G4,0.000476,0.000476,0.0,0.063434,0.000296
cccczl,G4,0.000953,0.000953,3.9e-05,0.075757,0.000332
ccoles146,G4,0.000476,0.000476,0.0,0.066851,0.000257
cdaringe,G4,0.000476,0.000476,0.0,0.056526,0.000299
cdeisler,G4,0.001429,0.001429,0.010339,0.085279,0.000459
cedricvidal,G4,0.000476,0.0,0.0,0.0,0.00016
ceotind,G4,0.000476,0.000476,0.0,0.074311,0.000178
ceppelli,G4,0.000476,0.000476,0.0,0.076855,0.000233
cgondrovic-servpro,G4,0.000476,0.000476,0.0,0.058652,0.000309
chanezon,G4,0.000953,0.0,0.0,0.0,0.000178
char-ykn,G4,0.000476,0.000476,0.0,0.060876,0.000249
charlie17,G4,0.0,0.0,0.0,0.0,0.000101
charlzdotdev,G4,0.000476,0.000476,0.0,0.049506,0.000351
cheapsteak,G4,0.001906,0.001906,0.00497,0.07693,0.000677
chebyr,G4,0.001429,0.0,0.0,0.0,0.00018
chennakrishnaa,G4,0.000476,0.000476,0.0,0.061044,0.000294
chenry-me,G4,0.000953,0.000476,1.9e-05,0.076468,0.00016
chenyinchang,G4,0.000476,0.000476,0.0,0.062491,0.000265
chezsmithy,G4,0.0,0.000476,0.0,0.066145,0.000101
chiddekel,G4,0.000476,0.000476,0.0,0.047523,0.00027
chordpli,G4,0.002859,0.000953,0.000168,0.068966,0.000505
chris-hatton,G4,0.001906,0.001429,0.002756,0.062309,0.000658
chrisleyva,G4,0.000476,0.000476,0.0,0.060793,0.000285
chrismeller,G4,0.000476,0.000476,0.0,0.054315,0.00033
chriso0710,G4,0.002859,0.002859,0.004256,0.070983,0.001138
chriswingler,G4,0.000476,0.000476,0.0,0.064721,0.000276
chronoB,G4,0.000476,0.000476,0.0,0.057379,0.000305
chsanch,G4,0.001429,0.001429,0.001283,0.076547,0.000539
cianclarke,G4,0.000476,0.000476,0.0,0.068663,0.000282
ciaronnixon,G4,0.000476,0.000476,0.0,0.073536,0.000269
citrez,G4,0.000953,0.0,0.0,0.0,0.000103
cityac,G4,0.0,0.0,0.0,0.0,0.000101
clmcgrath,G4,0.000476,0.000476,0.0,0.060876,0.000249
clsferguson,G4,0.001429,0.001429,0.001241,0.073916,0.000629
cmhac,G4,0.000953,0.000953,0.004354,0.071146,0.000408
cnhuz,G4,0.0,0.000476,0.0,0.5,0.000101
codedmart,G4,0.0,0.000476,0.0,0.064747,0.000101
coderandhiker,G4,0.000953,0.0,0.0,0.0,0.00016
codewithme224,G4,0.000476,0.000476,0.0,0.063456,0.000281
codingoutloud,G4,0.000476,0.000476,0.0,0.074462,0.000249
codinronan,G4,0.000476,0.000476,0.0,0.285714,0.000517
codyNog,G4,0.000476,0.000476,0.0,0.060876,0.000249
codyseally,G4,0.000476,0.000476,0.0,0.064758,0.000302
cogell,G4,0.0,0.000476,0.0,0.5,0.000101
cohenjo,G4,0.000476,0.000476,0.0,0.066401,0.000254
colinbull,G4,0.000476,0.000476,0.0,0.064769,0.000292
colsonj,G4,0.002859,0.002859,0.009118,0.082773,0.001023
cometzero,G4,0.000476,0.0,0.0,0.0,0.000178
conniemerritt,G4,0.000953,0.000953,0.001306,0.076659,0.000334
cookiegg,G4,0.000476,0.000476,0.0,0.055674,0.000321
copilot-pull-request-reviewer[bot],G4,0.0,0.149119,0.0,0.084683,0.000101
copilot-swe-agent[bot],G4,0.0,0.000476,0.0,0.01712,0.000101
copton,G4,0.000476,0.000476,0.0,0.070204,0.000285
copyboy,G4,0.001429,0.0,0.0,0.0,0.000354
corbettbain,G4,0.000476,0.000476,0.0,0.055383,0.000335
corfor,G4,0.000476,0.000476,0.0,0.076445,0.00016
craftogrammer,G4,0.000476,0.000476,0.0,0.050248,0.000254
cristhianu,G4,0.000953,0.0,0.0,0.0,0.000103
cristianuibar,G4,0.0,0.000476,0.0,0.064282,0.000101
crisweber2600,G4,0.001429,0.002382,0.005436,0.086932,0.000521
crokobit,G4,0.0,0.000476,0.0,0.064282,0.000101
crostonj,G4,0.000953,0.0,0.0,0.0,0.000103
crumgary,G4,0.001429,0.000953,0.001251,0.053938,0.0008
cruschke,G4,0.000476,0.000476,0.0,0.076436,0.00016
csvan,G4,0.000953,0.000953,0.0,0.076503,0.000314
csveritas,G4,0.001429,0.001429,0.000476,0.074601,0.000578
cswaas,G4,0.005241,0.005241,0.007036,0.055638,0.003094
ctfhacker,G4,0.000476,0.0,0.0,0.0,0.000178
ctrysbita,G4,0.000953,0.000953,0.000307,0.076968,0.000436
cyanolive,G4,0.000953,0.000953,0.000772,0.060902,0.000523
cybermerlin,G4,0.000953,0.000953,4e-06,0.051958,0.000452
cyliu0,G4,0.001429,0.0,0.0,0.0,0.000162
cyxer000,G4,0.000476,0.0,0.0,0.0,0.000178
czcz1024,G4,0.000476,0.000476,0.0,0.066365,0.000241
czei,G4,0.001906,0.001906,0.000768,0.067128,0.000702
czer323,G4,0.000476,0.000476,0.0,0.060876,0.000249
d0whc3r,G4,0.000953,0.000953,0.002936,0.085164,0.000308
da1z,G4,0.003335,0.001906,0.002219,0.071479,0.000793
daebenji,G4,0.000476,0.000476,0.0,0.072937,0.000283
dagecko,G4,0.001429,0.0,0.0,0.0,0.000162
damnhandy,G4,0.000476,0.000476,0.0,0.055379,0.000294
dan-cooke,G4,0.000476,0.000476,0.0,0.060876,0.000249
dancer1325,G4,0.0,0.000476,0.0,0.060764,0.000101
dango85,G4,0.000953,0.0,0.0,0.0,0.00016
daniel-graham,G4,0.001429,0.0,0.0,0.0,0.000162
danieldekay,G4,0.001429,0.000476,0.000705,0.061044,0.000371
danieleBennetts,G4,0.002382,0.002382,0.000988,0.069449,0.000836
danielflorezjllo,G4,0.000476,0.000476,0.0,0.07191,0.000254
danielmeppiel,G4,0.001906,0.0,0.0,0.0,0.000268
danielwestlake,G4,0.000476,0.000476,0.0,0.056881,0.000278
danielxhampton,G4,0.000476,0.000476,0.0,0.070204,0.000285
danizord,G4,0.000476,0.0,0.0,0.0,0.000101
danshuitaihejie,G4,0.0,0.0,0.0,0.0,0.000101
danstis,G4,0.000953,0.000953,3.4e-05,0.065674,0.000387
dante01yoon,G4,0.001429,0.001429,1e-06,0.25,0.001289
danwashusen,G4,0.002382,0.002859,0.001293,0.076423,0.000762
danwild,G4,0.002382,0.002382,0.001544,0.047571,0.000935
danyow,G4,0.000953,0.0,0.0,0.0,0.000178
daordonez11,G4,0.002382,0.002382,0.00228,0.063557,0.000867
darcon77,G4,0.000476,0.000476,0.0,0.066121,0.00035
darion-yaphet,G4,0.001429,0.0,0.0,0.0,0.000162
dariuszkowalski-com,G4,0.000476,0.000476,0.0,0.060876,0.000249
